old_id,new_id
45771,45771.
45801,45801.
45832,45832.
45836,45836.
45862,45862.
45866,45866.
45893,45893.
45895,45895.
45954,45954.
45987,45987.
46001,46001.
46002,46002.
46006,46006.
46007,46007.
46008,46008.
46009,46009.
46010,46010.
46011,46011.
46012,46012.
46013,46013.
46014,46014.
46015,46015.
46017,46017.
46018,46018.
46019,46019.
46020,46020.
46021,46021.
46022,46022.
46023,46023.
46028,46028.
46029,46029.
46030,46030.
46032,46032.
46033,46033.
46034,46034.
46035,46035.
46036,46036.
46037,46037.
46038,46038.
46039,46039.
46041,46041.
46046,46046.
46047,46047.
46218,46218.
46467,46467.
46560,46560.
47001,47001.
47003,47003.
47004,47004.
47005,47005.
47009,47009.
47022,47022.
47024,47024.
47025,47025.
47026,47026.
47027,47027.
47033,47033.
47034,47034.
47106,47106.
47107,47107.
47108,47108.
47402,47402.
47404,47404.
48007,48007.
48009,48009.
48011,48011.
48014,48014.
48015,48015.
48018,48018.
48024,48024.
48031,48031.
48036,48036.
48037,48037.
48038,48038.
48044,48044.
48047,48047.
48048,48048.
48067,48067.
48142,48142.
48143,48143.
48144,48144.
48151,48151.
48155,48155.
48158,48158.
48159,48159.
48166,48166.
48168,48168.
48169,48169.
48177,48177.
48180,48180.
49000,49000.
49001,49001.
49002,49002.
49003,49003.
49004,49004.
49007,49007.
49008,49008.
49009,49009.
49011,49011.
49016,49016.
49019,49019.
49022,49022.
49023,49023.
49024,49024.
49025,49025.
49029,49029.
49032,49032.
49033,49033.
49034,49034.
49035,49035.
49038,49038.
49040,49040.
49042,49042.
49043,49043.
49044,49044.
49047,49047.
49060,49060.
49067,49067.
49068,49068.
49069,49069.
49072,49072.
49079,49079.
49085,49085.
49098,49098.
49099,49099.
49100,49100.
49101,49101.
49102,49102.
49105,49105.
49107,49107.
49114,49114.
49126,49126.
49138,49138.
49139,49139.
49140,49140.
49141,49141.
49142,49142.
49143,49143.
49146,49146.
49148,49148.
49149,49149.
49150,49150.
49151,49151.
49156,49156.
49157,49157.
49159,49159.
49160,49160.
49161,49161.
49162,49162.
49163,49163.
49164,49164.
49165,49165.
49166,49166.
49167,49167.
49168,49168.
49169,49169.
49174,49174.
49175,49175.
49178,49178.
49182,49182.
49187,49187.
49190,49190.
49203,49203.
49207,49207.
49208,49208.
49209,49209.
49219,49219.
49220,49220.
49223,49223.
49225,49225.
49228,49228.
49232,49232.
49233,49233.
49235,49235.
49237,49237.
49241,49241.
49242,49242.
49243,49243.
49245,49245.
49250,49250.
49251,49251.
50071,50071.
50162,50162.
50260,50260.
50296,50296.
50414,50414.
50532,50532.
50546,50546.
50555,50555.
50721,50721.
50759,50759.
50764,50764.
50801,50801.
50844,50844.
50915,50915.
50987,50987.
50992,50992.
51012,51012.
51030,51030.
51032,51032.
51054,51054.
51062,51062.
51106,51106.
51110,51110.
51118,51118.
51119,51119.
51124,51124.
51130,51130.
51132,51132.
51143,51143.
51144,51144.
51149,51149.
51162,51162.
51193,51193.
51194,51194.
51197,51197.
51215,51215.
51216,51216.
51218,51218.
51219,51219.
51232,51232.
51233,51233.
51238,51238.
51239,51239.
51240,51240.
51241,51241.
51242,51242.
51243,51243.
51245,51245.
51262,51262.
51263,51263.
51274,51274.
51275,51275.
51276,51276.
51284,51284.
51285,51285.
51289,51289.
51298,51298.
51301,51301.
51337,51337.
51338,51338.
51362,51362.
51363,51363.
51368,51368.
51400,51400.
51402,51402.
51536,51536.
51546,51546.
51547,51547.
51569,51569.
51718,51718.
51720,51720.
51721,51721.
51728,51728.
51729,51729.
51807,51807.
51811,51811.
51902,51902.
51909,51909.
51932,51932.
51936,51936.
51942,51942.
51963,51963.
51982,51982.
52007,52007.
52013,52013.
52074,52074.
52395,52395.
52458,52458.
52502,52502.
52504,52504.
52506,52506.
52507,52507.
52508,52508.
52529,52529.
52531,52531.
52539,52539.
52541,52541.
52551,52551.
52558,52558.
52559,52559.
52605,52605.
52608,52608.
52649,52649.
52663,52663.
52745,52745.
52757,52757.
52773,52773.
52775,52775.
52776,52776.
52829,52829.
52852,52852.
52863,52863.
52865,52865.
52868,52868.
52874,52874.
52885,52885.
52913,52913.
52935,52935.
52936,52936.
52945,52945.
52961,52961.
52962,52962.
54012,54012.
54013,54013.
54017,54017.
54018,54018.
54155,54155.
54158,54158.
54159,54159.
54171,54171.
54175,54175.
54256,54256.
54260,54260.
54490,54490.
54600,54600.
54609,54609.
54626,54626.
54629,54629.
54631,54631.
54636,54636.
54641,54641.
54665,54665.
54667,54667.
54681,54681.
54682,54682.
54683,54683.
54684,54684.
54730,54730.
54738,54738.
54843,54843.
54890,54890.
55103,55103.
55126,55126.
55163,55163.
55164,55164.
55167,55167.
55190,55190.
55192,55192.
55220,55220.
55352,55352.
55377,55377.
55500,55500.
55501,55501.
55502,55502.
55503,55503.
55504,55504.
55509,55509.
55510,55510.
55513,55513.
55522,55522.
55523,55523.
56464,56464.
57387,57387.
57957,57957.
58126,58126.
58361,58361.
58362,58362.
58629,58629.
60245,60245.
60339,60339.
60380,60380.
60401,60401.
60474,60474.
60475,60475.
60481,60481.
60611,60611.
60614,60614.
60742,60742.
60755,60755.
60756,60756.
60757,60757.
60758,60758.
60768,60768.
60773,60773.
60775,60775.
60776,60776.
60781,60781.
60782,60782.
60813,60813.
60818,60818.
60822,60822.
60827,60827.
60839,60839.
60846,60846.
60857,60857.
60864,60864.
61258,61258.
61259,61259.
61414,61414.
61502,61502.
65391,65391.
65773,65773.
65780,65780.
65781,65781.
65817,65817.
65891,65891.
66070,66070.
66150,66150.
66297,66297.
66891,66891.
67323,67323.
67334,67334.
67341,67341.
67363,67363.
67547,67547.
69068,69068.
69100,69100.
69101,69101.
69429,69429.
69461,69461.
69698,69698.
70012,70012.
70031,70031.
70034,70034.
71127,71127.
71130,71130.
71135,71135.
71362,71362.
72294,72294.
73468,73468.
74136,74136.
74137,74137.
74140,74140.
74141,74141.
74142,74142.
74143,74143.
74145,74145.
74147,74147.
74186,74186.
74246,74246.
75241,75241.
76620,76620.
80000,80000.
80001,80001.
80002,80002.
80003,80003.
80004,80004.
80005,80005.
80006,80006.
80007,80007.
80008,80008.
80009,80009.
80010,80010.
80012,80012.
80015,80015.
80016,80016.
80017,80017.
80018,80018.
80019,80019.
80020,80020.
80022,80022.
80023,80023.
80024,80024.
80025,80025.
80026,80026.
80027,80027.
80028,80028.
80029,80029.
80030,80030.
80032,80032.
80033,80033.
80034,80034.
80035,80035.
80036,80036.
80037,80037.
80038,80038.
80039,80039.
80040,80040.
80041,80041.
80042,80042.
80043,80043.
80044,80044.
80045,80045.
80046,80046.
80047,80047.
80048,80048.
80049,80049.
80051,80051.
80052,80052.
80054,80054.
80055,80055.
80057,80057.
80058,80058.
80060,80060.
80061,80061.
80062,80062.
80065,80065.
80066,80066.
80068,80068.
80069,80069.
80071,80071.
80074,80074.
80075,80075.
80076,80076.
80079,80079.
80080,80080.
80081,80081.
80082,80082.
80084,80084.
80086,80086.
80087,80087.
80088,80088.
80089,80089.
80090,80090.
80096,80096.
80099,80099.
80100,80100.
80102,80102.
80103,80103.
80107,80107.
80109,80109.
80112,80112.
80113,80113.
80114,80114.
80115,80115.
80116,80116.
80118,80118.
80119,80119.
80120,80120.
80123,80123.
80126,80126.
80129,80129.
80130,80130.
80134,80134.
80136,80136.
80139,80139.
80142,80142.
80143,80143.
80150,80150.
80151,80151.
80153,80153.
80155,80155.
80169,80169.
80170,80170.
80171,80171.
80175,80175.
80179,80179.
80183,80183.
80184,80184.
80189,80189.
80193,80193.
80197,80197.
80201,80201.
80202,80202.
80208,80208.
80209,80209.
80213,80213.
80215,80215.
80216,80216.
80217,80217.
80218,80218.
80219,80219.
80220,80220.
80221,80221.
80223,80223.
80225,80225.
80230,80230.
80232,80232.
80233,80233.
80235,80235.
80237,80237.
80239,80239.
80244,80244.
80245,80245.
80247,80247.
80252,80252.
80255,80255.
80256,80256.
80257,80257.
80258,80258.
80259,80259.
80260,80260.
80261,80261.
80262,80262.
80263,80263.
80265,80265.
80266,80266.
80267,80267.
80268,80268.
80269,80269.
80271,80271.
80272,80272.
80276,80276.
80283,80283.
80305,80305.
80310,80310.
80311,80311.
80312,80312.
80313,80313.
80314,80314.
80315,80315.
80316,80316.
80318,80318.
80319,80319.
80320,80320.
80322,80322.
80347,80347.
80364,80364.
80365,80365.
80366,80366.
80367,80367.
80368,80368.
80369,80369.
80370,80370.
80372,80372.
80374,80374.
80375,80375.
80378,80378.
80379,80379.
80380,80380.
80384,80384.
80385,80385.
80389,80389.
80390,80390.
80398,80398.
80409,80409.
80416,80416.
80422,80422.
80501,80501.
80502,80502.
80503,80503.
80504,80504.
80505,80505.
80506,80506.
80507,80507.
80508,80508.
81000,81000.
81007,81007.
81010,81010.
81013,81013.
81015,81015.
81016,81016.
81022,81022.
81023,81023.
81025,81025.
81034,81034.
81035,81035.
81037,81037.
81038,81038.
81039,81039.
81040,81040.
81042,81042.
81046,81046.
81051,81051.
81054,81054.
81057,81057.
81059,81059.
81065,81065.
81066,81066.
81067,81067.
81072,81072.
81075,81075.
81076,81076.
81083,81083.
81088,81088.
81092,81092.
81094,81094.
81098,81098.
81101,81101.
81102,81102.
81103,81103.
81110,81110.
81116,81116.
81118,81118.
81120,81120.
81121,81121.
81123,81123.
81124,81124.
81126,81126.
81127,81127.
81130,81130.
81131,81131.
81132,81132.
81139,81139.
81141,81141.
81142,81142.
81149,81149.
81151,81151.
81159,81159.
81168,81168.
81171,81171.
81174,81174.
81180,81180.
81182,81182.
81205,81205.
81310,81310.
81334,81334.
81435,81435.
81502,81502.
81504,81504.
82000,82000.
82001,82001.
82003,82003.
82004,82004.
82007,82007.
82010,82010.
82011,82011.
82012,82012.
82014,82014.
82016,82016.
82017,82017.
82018,82018.
82021,82021.
82022,82022.
82025,82025.
82033,82033.
82035,82035.
82067,82067.
82075,82075.
82076,82076.
82079,82079.
82087,82087.
82092,82092.
82098,82098.
82100,82100.
82107,82107.
82112,82112.
82114,82114.
82118,82118.
82124,82124.
82126,82126.
82131,82131.
82142,82142.
82143,82143.
82146,82146.
82147,82147.
82157,82157.
82160,82160.
82174,82174.
82175,82175.
82198,82198.
82401,82401.
82402,82402.
82406,82406.
82407,82407.
82408,82408.
82409,82409.
82410,82410.
82411,82411.
82412,82412.
82501,82501.
82502,82502.
82503,82503.
82601,82601.
82701,82701.
82801,82801.
83000,83000.
83001,83001.
83002,83002.
83004,83004.
83007,83007.
83011,83011.
83012,83012.
83013,83013.
83015,83015.
83016,83016.
83017,83017.
83018,83018.
83019,83019.
83020,83020.
83021,83021.
83022,83022.
83023,83023.
83025,83025.
83027,83027.
83028,83028.
83038,83038.
83039,83039.
83040,83040.
83042,83042.
83044,83044.
83050,83050.
83051,83051.
83055,83055.
83056,83056.
83058,83058.
83059,83059.
83061,83061.
83062,83062.
83065,83065.
83066,83066.
83083,83083.
83084,83084.
83085,83085.
83086,83086.
83090,83090.
83094,83094.
83095,83095.
83097,83097.
83102,83102.
83103,83103.
83104,83104.
83251,83251.
83252,83252.
83403,83403.
83404,83404.
83409,83409.
83501,83501.
83550,83550.
83551,83551.
83552,83552.
83553,83553.
83555,83555.
83556,83556.
83558,83558.
83559,83559.
83560,83560.
83561,83561.
83562,83562.
83563,83563.
83564,83564.
83585,83585.
83588,83588.
83590,83590.
83605,83605.
83610,83610.
83700,83700.
83701,83701.
83704,83704.
83706,83706.
83708,83708.
83709,83709.
83710,83710.
83714,83714.
83715,83715.
83716,83716.
83717,83717.
83719,83719.
83721,83721.
83723,83723.
83726,83726.
83729,83729.
83730,83730.
83731,83731.
83737,83737.
83738,83738.
83742,83742.
83751,83751.
83752,83752.
83753,83753.
83754,83754.
83756,83756.
83775,83775.
83788,83788.
83796,83796.
83801,83801.
83901,83901.
84000,84000.
84002,84002.
84003,84003.
84004,84004.
84006,84006.
84007,84007.
84008,84008.
84010,84010.
84011,84011.
84012,84012.
84013,84013.
84014,84014.
84015,84015.
84018,84018.
84019,84019.
84021,84021.
84022,84022.
84023,84023.
84024,84024.
84026,84026.
84027,84027.
84028,84028.
84030,84030.
84032,84032.
84038,84038.
84039,84039.
84040,84040.
84041,84041.
84042,84042.
84043,84043.
84046,84046.
84047,84047.
84048,84048.
84050,84050.
84051,84051.
84054,84054.
84055,84055.
84056,84056.
84059,84059.
84060,84060.
84061,84061.
84062,84062.
84063,84063.
84064,84064.
84066,84066.
84067,84067.
84069,84069.
84070,84070.
84071,84071.
84072,84072.
84073,84073.
84074,84074.
84075,84075.
84077,84077.
84079,84079.
84080,84080.
84083,84083.
84085,84085.
84087,84087.
84088,84088.
84090,84090.
84092,84092.
84093,84093.
84096,84096.
84099,84099.
84100,84100.
84103,84103.
84104,84104.
84105,84105.
84106,84106.
84107,84107.
84108,84108.
84109,84109.
84110,84110.
84111,84111.
84113,84113.
84116,84116.
84119,84119.
84120,84120.
84122,84122.
84124,84124.
84125,84125.
84126,84126.
84128,84128.
84129,84129.
84131,84131.
84132,84132.
84133,84133.
84138,84138.
84139,84139.
84140,84140.
84141,84141.
84146,84146.
84147,84147.
84148,84148.
84149,84149.
84150,84150.
84151,84151.
84152,84152.
84153,84153.
84154,84154.
84155,84155.
84156,84156.
84157,84157.
84159,84159.
84160,84160.
84164,84164.
84168,84168.
84171,84171.
84172,84172.
84173,84173.
84174,84174.
84175,84175.
84178,84178.
84179,84179.
84180,84180.
84181,84181.
84182,84182.
84183,84183.
84184,84184.
84185,84185.
84186,84186.
84187,84187.
84188,84188.
84189,84189.
84190,84190.
84191,84191.
84192,84192.
84196,84196.
84199,84199.
84213,84213.
84214,84214.
84216,84216.
84234,84234.
84237,84237.
84238,84238.
84242,84242.
84243,84243.
84244,84244.
84245,84245.
84246,84246.
84247,84247.
84251,84251.
84252,84252.
84253,84253.
84254,84254.
84255,84255.
84257,84257.
84258,84258.
84259,84259.
84260,84260.
84266,84266.
84268,84268.
84270,84270.
84271,84271.
84274,84274.
84275,84275.
84279,84279.
84288,84288.
84297,84297.
84301,84301.
84305,84305.
84307,84307.
84311,84311.
84313,84313.
84317,84317.
84319,84319.
84320,84320.
84321,84321.
84323,84323.
84325,84325.
84326,84326.
84328,84328.
84330,84330.
84331,84331.
84333,84333.
84334,84334.
84335,84335.
84336,84336.
84337,84337.
84338,84338.
84341,84341.
84342,84342.
84343,84343.
84344,84344.
84345,84345.
84348,84348.
84349,84349.
84350,84350.
84362,84362.
84367,84367.
84393,84393.
84395,84395.
84403,84403.
84405,84405.
84408,84408.
84409,84409.
84410,84410.
84411,84411.
84414,84414.
84416,84416.
84427,84427.
84428,84428.
84430,84430.
84431,84431.
84432,84432.
84433,84433.
84434,84434.
84435,84435.
84436,84436.
84437,84437.
84438,84438.
84439,84439.
84440,84440.
84442,84442.
84461,84461.
84462,84462.
84464,84464.
84466,84466.
84468,84468.
84469,84469.
84470,84470.
84471,84471.
84473,84473.
84474,84474.
84475,84475.
84476,84476.
84480,84480.
84481,84481.
84487,84487.
84488,84488.
84489,84489.
84494,84494.
84500,84500.
84506,84506.
84507,84507.
84508,84508.
84509,84509.
84510,84510.
84511,84511.
84512,84512.
84514,84514.
84515,84515.
84519,84519.
84520,84520.
84521,84521.
84522,84522.
84524,84524.
84526,84526.
84527,84527.
84529,84529.
84530,84530.
84531,84531.
84532,84532.
84536,84536.
84537,84537.
84538,84538.
84540,84540.
84541,84541.
84542,84542.
84543,84543.
84544,84544.
84545,84545.
84547,84547.
84548,84548.
84565,84565.
84567,84567.
85003,85003.
85004,85004.
86000,86000.
86002,86002.
86003,86003.
86004,86004.
86005,86005.
86007,86007.
86008,86008.
86011,86011.
86017,86017.
86022,86022.
86025,86025.
86028,86028.
86031,86031.
86035,86035.
86036,86036.
86037,86037.
86038,86038.
86040,86040.
86051,86051.
86056,86056.
86057,86057.
86062,86062.
86063,86063.
86065,86065.
86067,86067.
86068,86068.
86069,86069.
86071,86071.
86072,86072.
86074,86074.
86076,86076.
86078,86078.
86081,86081.
86087,86087.
86089,86089.
86090,86090.
86091,86091.
86092,86092.
86098,86098.
86103,86103.
86104,86104.
86111,86111.
86118,86118.
86121,86121.
86123,86123.
86124,86124.
86125,86125.
86127,86127.
86135,86135.
86156,86156.
86159,86159.
86161,86161.
86163,86163.
86165,86165.
86169,86169.
86170,86170.
86172,86172.
86173,86173.
86175,86175.
86177,86177.
86178,86178.
86180,86180.
86183,86183.
86184,86184.
86188,86188.
86193,86193.
86195,86195.
86196,86196.
86198,86198.
86199,86199.
86200,86200.
86202,86202.
86204,86204.
86205,86205.
86211,86211.
86217,86217.
86240,86240.
86255,86255.
86303,86303.
86702,86702.
86705,86705.
86807,86807.
87000,87000.
87001,87001.
87002,87002.
87003,87003.
87004,87004.
87005,87005.
87006,87006.
87007,87007.
87008,87008.
87009,87009.
87011,87011.
87012,87012.
87013,87013.
87014,87014.
87015,87015.
87016,87016.
87017,87017.
87018,87018.
87019,87019.
87020,87020.
87022,87022.
87024,87024.
87025,87025.
87026,87026.
87031,87031.
87032,87032.
87035,87035.
87037,87037.
87044,87044.
87048,87048.
87049,87049.
87051,87051.
87052,87052.
87053,87053.
87060,87060.
87062,87062.
87502,87502.
87503,87503.
87504,87504.
87512,87512.
87524,87524.
87525,87525.
87527,87527.
87601,87601.
87602,87602.
87604,87604.
87605,87605.
87608,87608.
87611,87611.
87613,87613.
87621,87621.
87625,87625.
87627,87627.
89575,89575.
89611,89611.
90103,90103.
90107,90107.
90109,90109.
90111,90111.
90112,90112.
90113,90113.
90115,90115.
90116,90116.
90119,90119.
90120,90120.
90121,90121.
90122,90122.
90123,90123.
90125,90125.
90126,90126.
90127,90127.
90128,90128.
90129,90129.
90130,90130.
90152,90152.
90153,90153.
90401,90401.
90402,90402.
90403,90403.
90404,90404.
90407,90407.
90416,90416.
90417,90417.
90418,90418.
90419,90419.
90420,90420.
90426,90426.
90434,90434.
90435,90435.
90436,90436.
90438,90438.
90443,90443.
90444,90444.
90502,90502.
90503,90503.
90505,90505.
90507,90507.
90508,90508.
90509,90509.
90510,90510.
90511,90511.
90513,90513.
90514,90514.
90517,90517.
90519,90519.
90520,90520.
90521,90521.
90522,90522.
90523,90523.
90533,90533.
90534,90534.
90535,90535.
90537,90537.
90538,90538.
90540,90540.
90600,90600.
90606,90606.
90610,90610.
90611,90611.
90613,90613.
90614,90614.
90615,90615.
90616,90616.
90617,90617.
90618,90618.
90619,90619.
90620,90620.
90621,90621.
90625,90625.
90628,90628.
90629,90629.
90638,90638.
90640,90640.
90650,90650.
90654,90654.
90659,90659.
90660,90660.
90661,90661.
90678,90678.
90679,90679.
90680,90680.
90682,90682.
90685,90685.
90686,90686.
90687,90687.
90689,90689.
90693,90693.
90694,90694.
90695,90695.
90697,90697.
90698,90698.
90699,90699.
90700,90700.
90701,90701.
90702,90702.
90703,90703.
90705,90705.
90706,90706.
90707,90707.
90709,90709.
90710,90710.
90712,90712.
90713,90713.
90714,90714.
90715,90715.
90718,90718.
90719,90719.
90720,90720.
90721,90721.
90722,90722.
90723,90723.
90724,90724.
90725,90725.
90726,90726.
90727,90727.
90728,90728.
90739,90739.
90742,90742.
90743,90743.
90746,90746.
90747,90747.
90748,90748.
90769,90769.
90770,90770.
90771,90771.
90772,90772.
90773,90773.
90850,90850.
90868,90868.
90886,90886.
90887,90887.
90893,90893.
90899,90899.
90903,90903.
90904,90904.
90905,90905.
91441,91441.
95354,95354.
95356,95356.
95380,95380.
95390,95390.
100565,100565.
100931,100931.
100942,100942.
100953,100953.
100960,100960.
100962,100962.
104132,104132.
107378,107378.
110402,110402.
110403,110403.
110501,110501.
110502,110502.
110602,110602.
110603,110603.
110701,110701.
110702,110702.
110704,110704.
110801,110801.
110802,110802.
110803,110803.
110804,110804.
110901,110901.
110902,110902.
110903,110903.
110923,110923.
111004,111004.
111106,111106.
111402,111402.
111403,111403.
111404,111404.
111501,111501.
111502,111502.
111504,111504.
113013,113013.
113104,113104.
113233,113233.
117036,117036.
117151,117151.
117153,117153.
117409,117409.
117411,117411.
117452,117452.
117454,117454.
117456,117456.
117457,117457.
117502,117502.
117505,117505.
118000,118000.
118002,118002.
118003,118003.
118051,118051.
118052,118052.
118108,118108.
118110,118110.
118306,118306.
118308,118308.
118401,118401.
118405,118405.
118409,118409.
118503,118503.
118601,118601.
118603,118603.
118605,118605.
118606,118606.
118631,118631.
118674,118674.
118802,118802.
118803,118803.
118804,118804.
118851,118851.
118901,118901.
118904,118904.
118907,118907.
119001,119001.
119002,119002.
119103,119103.
119104,119104.
119202,119202.
119303,119303.
119401,119401.
119504,119504.
119505,119505.
119602,119602.
119903,119903.
121978,121978.
122107,122107.
122108,122108.
122110,122110.
122111,122111.
122112,122112.
122115,122115.
122116,122116.
124002,124002.
124022,124022.
125103,125103.
125106,125106.
125901,125901.
125902,125902.
126101,126101.
126102,126102.
126104,126104.
126107,126107.
126109,126109.
126701,126701.
126703,126703.
126704,126704.
128010,128010.
128040,128040.
130002,130002.
130622,130622.
130623,130623.
130625,130625.
130634,130634.
130635,130635.
130641,130641.
130642,130642.
130643,130643.
130653,130653.
130823,130823.
130825,130825.
131261,131261.
131263,131263.
131281,131281.
131285,131285.
131286,131286.
131403,131403.
131505,131505.
131664,131664.
131665,131665.
131776,131776.
131787,131787.
131909,131909.
131951,131951.
131952,131952.
131953,131953.
131954,131954.
131955,131955.
131956,131956.
131993,131993.
131994,131994.
132001,132001.
132035,132035.
132201,132201.
132202,132202.
132203,132203.
132205,132205.
132206,132206.
132207,132207.
132213,132213.
132214,132214.
132215,132215.
132216,132216.
132217,132217.
132218,132218.
132402,132402.
132452,132452.
132453,132453.
132507,132507.
132508,132508.
132509,132509.
132510,132510.
132511,132511.
132701,132701.
132702,132702.
132703,132703.
132704,132704.
132706,132706.
132801,132801.
132802,132802.
132803,132803.
132804,132804.
132805,132805.
132807,132807.
132824,132824.
132853,132853.
132901,132901.
133003,133003.
133105,133105.
133303,133303.
133304,133304.
133305,133305.
133381,133381.
133392,133392.
133403,133403.
133404,133404.
133405,133405.
133451,133451.
135101,135101.
135102,135102.
135103,135103.
135104,135104.
136113,136113.
136201,136201.
138101,138101.
138104,138104.
140000,140000.
140001,140001.
140003,140003.
140023,140023.
140029,140029.
140117,140117.
140119,140119.
140860,140860.
140906,140906.
140907,140907.
140908,140908.
141001,141001.
141002,141002.
141003,141003.
141004,141004.
141104,141104.
141108,141108.
141109,141109.
141502,141502.
141603,141603.
141604,141604.
141607,141607.
141613,141613.
141615,141615.
141617,141617.
141619,141619.
141633,141633.
141637,141637.
141639,141639.
141643,141643.
141663,141663.
141665,141665.
141669,141669.
141671,141671.
141673,141673.
141697,141697.
141699,141699.
141707,141707.
141711,141711.
141715,141715.
141717,141717.
141725,141725.
141801,141801.
141802,141802.
148103,148103.
149009,149009.
149014,149014.
149110,149110.
149111,149111.
149221,149221.
149341,149341.
150401,150401.
151015,151015.
151017,151017.
151021,151021.
151023,151023.
151047,151047.
151069,151069.
151071,151071.
151073,151073.
151083,151083.
151085,151085.
151087,151087.
151091,151091.
151093,151093.
151095,151095.
151097,151097.
151099,151099.
151101,151101.
151103,151103.
151105,151105.
151106,151106.
151108,151108.
151110,151110.
151115,151115.
151119,151119.
151121,151121.
151123,151123.
151127,151127.
151133,151133.
151135,151135.
151137,151137.
151201,151201.
151202,151202.
161601,161601.
161602,161602.
164103,164103.
166001,166001.
168102,168102.
169104,169104.
169105,169105.
169107,169107.
173021,173021.
173402,173402.
173403,173403.
173404,173404.
173701,173701.
175035,175035.
175039,175039.
175078,175078.
175101,175101.
175102,175102.
179101,179101.
182102,182102.
184142,184142.
184143,184143.
184188,184188.
190251,190251.
190252,190252.
190302,190302.
190501,190501.
190602,190602.
190603,190603.
192074,192074.
192078,192078.
192079,192079.
194050,194050.
194072,194072.
194073,194073.
194074,194074.
194075,194075.
194076,194076.
194077,194077.
194108,194108.
194226,194226.
194227,194227.
194228,194228.
194250,194250.
197101,197101.
197102,197102.
198101,198101.
198102,198102.
198104,198104.
198106,198106.
200104,200104.
200105,200105.
200106,200106.
200115,200115.
200134,200134.
200135,200135.
200136,200136.
202104,202104.
204071,204071.
204106,204106.
204738,204738.
204754,204754.
209102,209102.
209103,209103.
209106,209106.
209107,209107.
209116,209116.
209121,209121.
209135,209135.
209138,209138.
209139,209139.
210029,210029.
210098,210098.
210154,210154.
210275,210275.
210281,210281.
210359,210359.
210432,210432.
210437,210437.
210459,210459.
210494,210494.
210574,210574.
210575,210575.
210620,210620.
212101,212101.
212102,212102.
215105,215105.
215106,215106.
216000,216000.
216001,216001.
216010,216010.
216011,216011.
216015,216015.
216027,216027.
216116,216116.
216202,216202.
216208,216208.
216259,216259.
216264,216264.
216281,216281.
216404,216404.
216408,216408.
216432,216432.
216480,216480.
216481,216481.
216482,216482.
216483,216483.
216484,216484.
216485,216485.
216491,216491.
216623,216623.
220000,220000.
220005,220005.
220007,220007.
220013,220013.
220035,220035.
220039,220039.
220061,220061.
220070,220070.
220086,220086.
220154,220154.
220321,220321.
220322,220322.
220329,220329.
220536,220536.
220721,220721.
226101,226101.
226102,226102.
226103,226103.
226109,226109.
226201,226201.
226203,226203.
232011,232011.
232040,232040.
232043,232043.
232048,232048.
232056,232056.
232060,232060.
232061,232061.
232104,232104.
232107,232107.
232168,232168.
232201,232201.
232248,232248.
232250,232250.
232255,232255.
232256,232256.
232290,232290.
232311,232311.
232325,232325.
232373,232373.
232377,232377.
232394,232394.
232395,232395.
232455,232455.
232516,232516.
232594,232594.
232615,232615.
233101,233101.
237032,237032.
237043,237043.
237121,237121.
237128,237128.
237132,237132.
237141,237141.
237206,237206.
237353,237353.
239102,239102.
240106,240106.
240107,240107.
240201,240201.
240205,240205.
240301,240301.
240402,240402.
240403,240403.
245101,245101.
252101,252101.
252102,252102.
252104,252104.
252106,252106.
252201,252201.
252202,252202.
252203,252203.
257102,257102.
257103,257103.
257107,257107.
265102,265102.
265104,265104.
265105,265105.
273103,273103.
273104,273104.
273202,273202.
274102,274102.
274103,274103.
274105,274105.
274106,274106.
282101,282101.
282102,282102.
282104,282104.
288110,288110.
289105,289105.
289106,289106.
289107,289107.
290106,290106.
290201,290201.
290202,290202.
290203,290203.
290204,290204.
290205,290205.
290206,290206.
299101,299101.
299102,299102.
323245,323245.
001,1.
010,10.
011,11.
014,14.
018,18.
002,2.
021,21.
025,25.
003,3.
034,34.
037,37.
038,38.
004,4.
045,45.
050,50.
060,60.
062,62.
089,89.
